file_name,decision,reason,duplicate_group,notes
Ratschläge aus Berlin.PDF,drop,commentary_noncore,,
Rechte Proteste nach tödlichem Streit Aktivisten melden Übergriffe auf Migranten.PDF,keep,,,
Rechter Protest gestoppt AfD-Demo in Rostock verhindert. Rechte Aufmärsche auch in Dortmund und Chem.PDF,keep,,,
Rechts draußen Berlins Innensenator Andreas Geisel befürwortet die Beobachtung von Teilen der AfD.PDF,keep,,,
Rechtsblind gestolpert.PDF,drop,commentary_noncore,,
Redet sich Maaßen aus dem Amt_ Extremismus Verfassungsschutz-Präsident zweifelt  Hetzjagden  in Chem.PDF,keep,,,
Reflexe reichen nicht.PDF,keep,,,
"Regiert der Mob_ Ein Mord, Trauer, Chaos_ Wie rechtsextreme Gewalt in Chemnitz Schockwellen durch di(2).PDF",keep,,variant_013,Representative kept for variant_013.
"Regiert der Mob_ Ein Mord, Trauer, Chaos_ Wie rechtsextreme Gewalt in Chemnitz Schockwellen durch di.PDF",drop,regional_variant,variant_013,"Dropped in favor of representative file: Regiert der Mob_ Ein Mord, Trauer, Chaos_ Wie rechtsextreme Gewalt in Chemnitz Schockwellen durch di(2).PDF (variant_013)."
Resistent gegen Demokratie Kaputt in Chemnitz_ Wie sich in Ostdeutschland rechtsextreme Gesinnung er.PDF,keep,,,
"Ruf nach dem Verfassungsschutz Wegen Chemnitz werden Forderungen lauter, die AfD müsse beobachtet we.PDF",keep,,,
Rufe nach AfD-Beobachtung werden lauter.PDF,keep,,,
Sachsens Innenminister_ Neue Dimension der Eskalation Hetzjagd in Chemnitz alarmiert Politik. _In De.PDF,keep,,,
Salomonische Lösung.PDF,drop,commentary_noncore,,
Schelte für den _AfD-Versteher_.PDF,keep,,,
Schnell und besonnen.PDF,keep,,,
Schon wieder Sachsen Nach einem Streit mit Todesfolge in der Nacht auf Sonntag rufen  besorgte Bürge.PDF,keep,,,
Schweden und Köthen.PDF,drop,commentary_noncore,,
Schäuble_ Die Durchsetzung des Rechts muss besser werden Bundestagspräsident ist besorgt über die La.PDF,keep,,,
Seehofer bietet Einsatz der Bundespolizei in Sachsen an Ministerpräsident Michael Kretschmer will da.PDF,keep,,,
Seehofer bietet nachträglich Unterstützung an Regierungspartner SPD und Opposition üben Kritik.PDF,keep,,,
Sein Bild Verfassungsschutzchef Maaßen nennt Berichte über Chemnitz _gezielte Falschinformationen_.PDF,keep,,,
Selbstjustiz.PDF,keep,,,
Sie ist mehr Helene Fischer hat sich live und öffentlich  gegen Fremdenfeindlichkeit  positioniert.PDF,keep,,,
Sie sind doch bloß nachgeeilt! Die Chemnitzer Kommentare des Politologen Werner J. Patzelt(2).PDF,drop,regional_variant,variant_014,Dropped in favor of representative file: Sie sind doch bloß nachgeeilt! Die Chemnitzer Kommentare des Politologen Werner J. Patzelt.PDF (variant_014).
Sie sind doch bloß nachgeeilt! Die Chemnitzer Kommentare des Politologen Werner J. Patzelt.PDF,keep,,variant_014,Representative kept for variant_014.
So macht man die Extreme stark Von Harald Martenstein.PDF,keep,,,
Spielabsage in Dresden Aufgrund des Polizei-Großeinsatzes in Chemnitz fällt die Begegnung gegen den.PDF,keep,,,
"Sport Kompakt Fußball_ Polizei lässt HSV-Spiel in Dresden absagen ++ Trapp zur Eintracht, Sahin nach.PDF",keep,,,
Sprechstunde in Sachsen Chemnitz im Krisenmodus. Ministerpräsident Michael Kretschmer kommt zum Bürg.PDF,keep,,,
Stabilitätsanker.PDF,drop,commentary_noncore,,
"Stadt, Land, Hass Sie scheinen hier alles im Griff zu haben_ die Rechten von Chemnitz. Vielen Bürger.PDF",keep,,,
"Starker Schäuble, schwacher Scholz Der Bundestagspräsident prangert Fremdenfeindlichkeit an - der Fi.PDF",keep,,,
"Steinmeier warnt vor ,,Rächern'' Bundespräsident und Kanzlerin verurteilen Ausländerhass und Gewalt.PDF",keep,,,
Steinmeier_ Man muss auf Polizei vertrauen können Chemnitzer Behörden wurden vor einer großen Zahl R.PDF,keep,,,
Streit um die deutsche Flagge Am 13. Oktober wollen Tausende für Solidarität statt Ausgrenzung demon.PDF,keep,,,
Streit über  Hetzjagden Kontroverse Fragen und Antworten zu der Debatte um Übergriffe von Chemnitz.PDF,keep,,,
"Suche nach Antworten Nach den Krawallen in Chemnitz treibt die Politik die Frage um, wie es soweit k.PDF",keep,,,
Tag 170.PDF,keep,,,
Tausende gedenken trotz Matsch und Regen Etwa 7.000 Menschen trauern im Hambacher Wald um den verung.PDF,keep,,,
Tausende in Chemnitz erwartet Am Wochenende gab es erneut fremdenfeindliche Aufmärsche. Außenministe.PDF,keep,,,
Tausende protestieren Zwei Aufmärsche ziehen durch Chemnitz. Diesmal behält die Polizei die Kontroll.PDF,keep,,,
Toleranz hat Grenzen Klaus Hillenbrand über Neonazi-Aufmärsche und antisemitische Parolen.PDF,drop,commentary_noncore,,
Tägliche Polit-Soap.PDF,drop,reader_letter,,
Tödlicher Streit in Köthen Zwei verdächtige Afghanen festgenommen.PDF,keep,,,
Unbehelligt von der Polizei Die Bilanz der Ordnungshüter in Chemnitz ist verheerend. Die Zahl der De(2).PDF,drop,regional_variant,variant_015,Dropped in favor of representative file: Unbehelligt von der Polizei Die Bilanz der Ordnungshüter in Chemnitz ist verheerend. Die Zahl der De.PDF (variant_015).
Unbehelligt von der Polizei Die Bilanz der Ordnungshüter in Chemnitz ist verheerend. Die Zahl der De.PDF,keep,,variant_015,Representative kept for variant_015.
Unruhige Zeiten in Chemnitz Fremdenfeindlichkeit Rund 8000 Demonstranten   und 3000 Gegendemonstrant.PDF,keep,,,
Verdächtiger auf freiem Fuß Der 22-jährige Iraker wird aus der Haft entlassen. Dagegen verdichten si.PDF,keep,,near_016,Representative kept for near_016.
Verdächtiger in Chemnitz auf freiem Fuß Tatverdacht gegen zweiten Beschuldigten erhärtet.PDF,keep,,,
Verdächtiger von Chemnitz auf freiem Fuß.PDF,drop,duplicate_near,near_016,Dropped in favor of representative file: Verdächtiger auf freiem Fuß Der 22-jährige Iraker wird aus der Haft entlassen. Dagegen verdichten si.PDF (near_016).
Verletzte bei neuen Aufmärschen in Chemnitz.PDF,keep,,,
Vertrauen schwindet.PDF,drop,reader_letter,,
Verwundertes Augenreiben.PDF,drop,commentary_noncore,,
Vollzugsbeamter suspendiert Extremismus Haftbefehl weitergegeben   Weitere Kundgebung in Chemnitz.PDF,keep,,,
Von Ultrarechten kommt die AfD nicht los Aus Angst vor dem Verfassungsschutz verlangt die Parteispit.PDF,keep,,,
Warum junge Migranten gewalttätig werden Bluttaten von Zuwanderern treiben das Land um. Experten war.PDF,keep,,,
Warum Sachsen _ Dem Freistaat geht es gut - aber nur relativ. Denn vor 1945 bildete das Land die Spi.PDF,keep,,,
"Warâ€™s das jetzt_ Essay Fast 70.000 Menschen waren gekommen, um beim ''Wir sind mehr''-Konzert in C.PDF",keep,,,
Was ist bloß im Osten los_.PDF,drop,reader_letter,,
Was ist los bei Sachsens Polizei_ Extremismus Überraschte Beamte und gut vernetzte Rechtsextreme in.PDF,keep,,,
"was macht die bewegung_ Donnerstag, 30. August1. Gegen r.PDF",keep,,,
Was war und was kommt In Chemnitz ist am Sonntag ein Mensch getötet worden. Es gibt Demonstrationen.PDF,keep,,,
"Weiterkämpfen, aber an der richtigen Front!.PDF",drop,reader_letter,,
Wem die Stadt gehört Zwei rechte Demonstrationen und eine Gegenveranstaltung - am Samstag prallten i.PDF,keep,,,
"Wenn Kluge Dummes sprechen, wird es gefährlich Kommentar von Pascal Beucker über die Äußerungen der.PDF",drop,commentary_noncore,,
"Wer brüllt, verliert(2).PDF",drop,regional_variant,variant_016,"Dropped in favor of representative file: Wer brüllt, verliert.PDF (variant_016)."
"Wer brüllt, verliert.PDF",keep,,variant_016,Representative kept for variant_016.
Wer das Sagen hat.PDF,drop,commentary_noncore,,
Wer hält noch zu Hans-Georg Maaßen_ Führende CDU-Politiker gehen auf Distanz zum Chef des Verfassung.PDF,keep,,,
"Wer jetzt nicht aufpasst Sechs Lehren aus Chemnitz_ Für die Regierung, die Polizei, den Rechtsstaat,.PDF",keep,,,
Werbung für Linksextreme_ Kritik an Steinmeier nach Posting.PDF,keep,,,
Wider das Establishment mit frühkindlichem Trotz.PDF,drop,reader_letter,,
Widerspruch Verfassungsschutz-Präsident Hans-Georg Maaßen sieht keine Hinweise auf eine Hetzjagd in.PDF,keep,,,
Wie groß kann die noch werden_ Erstmals rangiert die Partei in bundesweiten Umfragen auf Platz zwei(2).PDF,keep,,variant_017,Representative kept for variant_017.
Wie groß kann die noch werden_ Erstmals rangiert die Partei in bundesweiten Umfragen auf Platz zwei.PDF,drop,regional_variant,variant_017,Dropped in favor of representative file: Wie groß kann die noch werden_ Erstmals rangiert die Partei in bundesweiten Umfragen auf Platz zwei(2).PDF (variant_017).
Wie sich die AfD um Distanz zur extremen Rechten müht Andreas SpeitDer rechte Rand.PDF,keep,,,
Willfähriger Diener der Rechten Kommentar von Erik Peter über den Verfassungsschützer Maaßen.PDF,drop,commentary_noncore,,
Willkommen in Absurdistan Essay Was Chemnitz über die herrschenden deutschen Zustände verrät.PDF,keep,,,
Wir waren wie Brüder Unser Autor ist vor Neonazis weggelaufen und war mit Rechten befreundet. In den.PDF,keep,,,
WOLFGANG ENGLER.PDF,keep,,,
"Wolfgang Kubicki ist ein schlauer Fuchs, und die Deutsche Bank to small to be systemrelevant wie geh.PDF",keep,,,
"Zehntausende bei Konzert gegen rechts in Chemnitz _Wichtig, zu zeigen, dass man nicht allein ist_ _.PDF",keep,,,
Zentralrat der Juden_ _Es ist fünf nach zwölf_ Nach dem Anschlag auf ein koscheres Restaurant warnt.PDF,keep,,,
Zu einfach.PDF,drop,commentary_noncore,,
ZUR PERSON _Das hätte nie passieren dürfen_ Ministerpräsident Dietmar Woidke über das Staatsversagen.PDF,keep,,,
ZUR PERSON _Wie sollen wir mit der AfD über seriöse Politik sprechen__ Sachsens Ministerpräsident Mi.PDF,keep,,,
»Im Verborgenen Gutes tun!« So wirbt der Verfassungsschutz um neue Mitarbeiter. Dabei hat er der Dem(2).PDF,drop,regional_variant,variant_018,Dropped in favor of representative file: »Im Verborgenen Gutes tun!« So wirbt der Verfassungsschutz um neue Mitarbeiter. Dabei hat er der Dem.PDF (variant_018).
»Im Verborgenen Gutes tun!« So wirbt der Verfassungsschutz um neue Mitarbeiter. Dabei hat er der Dem.PDF,keep,,variant_018,Representative kept for variant_018.
»Integration gelingt heute besser als je zuvor« Das sagt der Migrationsforscher Aladin El-Mafaalani.PDF,drop,regional_variant,variant_019,Dropped in favor of representative file: Â»Integration gelingt heute besser als je zuvorÂ« Das sagt der Migrationsforscher Aladin El-Mafaalan.PDF (variant_019).
»Wir mögen die Stadt« Martin Böhringer ist Gründer und Chef des Chemnitzer Software-Start-ups Staffb(2).PDF,drop,regional_variant,variant_020,Dropped in favor of representative file: »Wir mögen die Stadt« Martin Böhringer ist Gründer und Chef des Chemnitzer Software-Start-ups Staffb.PDF (variant_020).
»Wir mögen die Stadt« Martin Böhringer ist Gründer und Chef des Chemnitzer Software-Start-ups Staffb.PDF,keep,,variant_020,Representative kept for variant_020.
Â»Integration gelingt heute besser als je zuvorÂ« Das sagt der Migrationsforscher Aladin El-Mafaalan.PDF,keep,,variant_019,Representative kept for variant_019.
„Trauermarsch“ für Hooligan Nach dem Suizid von Marcel K. trafen sich gestern Rechtspopulisten am „T.PDF,keep,,,
